2023/5/10,120.0,64.0,0.0,184.0,420.46,12.5,27.0
2023/5/9,120.0,59.0,0.0,179.0,394.68,13.0,39.0
2023/5/8,120.0,65.0,0.0,185.0,399.38,13.5,38.0
2023/5/7,120.0,66.0,0.0,186.0,381.7,14.5,29.0
2023/5/6,120.0,68.0,0.0,188.0,373.44,15.0,27.0
2023/5/5,120.0,67.0,0.0,187.0,382.62,14.0,27.0
2023/5/4,120.0,67.0,0.0,187.0,389.66,13.0,28.0
2023/5/3,120.0,64.0,0.0,184.0,418.94,12.5,27.0
2023/5/2,108.0,60.0,0.0,168.0,401.86,12.5,45.0
2023/5/1,120.0,62.0,0.0,182.0,397.06,13.0,40.0
2023/4/20,120.0,66.0,0.0,186.0,339.7,16.0,25.0
2023/4/19,120.0,68.0,0.0,188.0,354.46,16.5,24.0
2023/4/18,120.0,68.0,0.0,188.0,353.16,16.0,23.0
2023/4/17,120.0,65.0,0.0,185.0,349.52,15.0,33.0
2023/4/16,120.0,66.0,0.0,186.0,349.98,16.0,32.0
2023/4/15,120.0,56.0,0.0,176.0,357.04,15.0,27.0
2023/4/14,120.0,48.0,0.0,168.0,348.88,14.5,26.0
2023/4/13,120.0,45.0,0.0,165.0,332.8,15.0,24.0
2023/4/12,120.0,43.0,0.0,163.0,349.94,15.0,26.0
2023/4/11,120.0,43.0,0.0,163.0,350.6,14.5,30.0
2023/4/10,120.0,45.0,0.0,165.0,340.86,15.0,28.0
2023/4/9,120.0,54.0,0.0,174.0,334.32,15.5,25.0
2023/4/8,120.0,67.0,0.0,187.0,339.12,16.0,24.0
2023/4/7,120.0,65.0,0.0,185.0,354.14,16.0,23.0
2023/4/6,120.0,66.0,0.0,186.0,341.02,16.5,25.0
2023/4/5,120.0,66.0,0.0,186.0,352.9,16.5,37.0
2023/4/4,120.0,63.0,0.0,183.0,332.72,16.0,30.0
2023/4/3,120.0,68.0,0.0,188.0,332.78,16.5,24.0
2023/4/2,120.0,70.0,0.0,190.0,338.08,16.5,24.0
2023/4/1,120.0,71.0,0.0,191.0,348.84,16.5,23.0
2023/3/30,120.0,69.0,0.0,189.0,342.88,16.0,20.0
2023/3/29,120.0,69.0,0.0,189.0,338.38,16.5,20.0
2023/3/28,120.0,68.0,0.0,188.0,370.16,16.5,22.0
2023/3/27,120.0,68.0,0.0,188.0,346.46,16.5,28.0
2023/3/26,120.0,69.0,0.0,189.0,345.82,16.5,25.0
2023/3/25,120.0,69.0,0.0,189.0,346.3,16.5,22.0
2023/3/24,120.0,67.0,0.0,187.0,335.48,17.5,24.0
2023/3/23,120.0,66.0,0.0,186.0,295.3,18.0,23.0
2023/3/22,120.0,66.0,0.0,186.0,289.7,18.0,22.0
2023/3/21,120.0,70.0,0.0,190.0,405.86,15.5,22.0
2023/3/20,120.0,68.0,0.0,188.0,432.6,15.0,21.0
2023/3/19,120.0,66.0,0.0,186.0,379.1,15.5,37.0
2023/3/18,120.0,67.0,0.0,187.0,339.34,16.5,32.0
2023/3/17,120.0,68.0,0.0,188.0,359.14,16.0,26.0
2023/3/16,120.0,67.0,0.0,187.0,357.62,16.0,25.0
2023/3/15,120.0,67.0,0.0,187.0,359.22,16.5,25.0
2023/3/14,120.0,71.0,0.0,191.0,346.7,16.5,24.0
2023/3/13,120.0,72.0,0.0,192.0,369.58,15.5,18.0
2023/3/12,120.0,71.0,0.0,191.0,401.58,15.0,15.0
2023/3/11,120.0,70.0,0.0,190.0,363.72,16.0,20.0
2023/3/10,120.0,66.0,0.0,186.0,406.32,15.5,35.0
2023/3/9,120.0,70.0,0.0,190.0,392.56,16.0,35.0
2023/3/8,120.0,70.0,0.0,190.0,366.5,16.5,28.0
2023/3/7,120.0,67.0,0.0,187.0,360.64,16.0,35.0
2023/3/6,120.0,72.0,0.0,192.0,356.8,16.5,22.0
2023/3/5,120.0,69.0,0.0,189.0,372.58,16.5,22.0
2023/3/4,120.0,69.0,0.0,189.0,356.52,16.5,33.0
2023/3/3,120.0,72.0,0.0,192.0,375.48,16.5,27.0
2023/3/2,120.0,76.0,0.0,196.0,374.24,16.5,23.0
2023/3/1,120.0,77.0,0.0,197.0,369.46,16.5,19.0
2023/2/31,120.0,75.0,0.0,195.0,387.78,15.5,15.0
2023/2/30,120.0,76.0,0.0,196.0,387.82,16.0,20.0
2023/2/29,120.0,74.0,0.0,194.0,390.02,16.0,22.0
2023/2/28,120.0,73.0,0.0,193.0,381.72,16.0,20.0
2023/2/27,120.0,75.0,0.0,195.0,381.96,16.5,18.0
2023/2/26,120.0,74.0,0.0,194.0,380.02,15.5,18.0
2023/2/25,120.0,73.0,0.0,193.0,409.52,15.0,23.0
2023/2/24,120.0,73.0,0.0,193.0,404.38,15.0,30.0
2023/2/23,120.0,76.0,0.0,196.0,423.84,15.0,24.0
2023/2/22,120.0,74.0,0.0,194.0,423.24,14.5,22.0
2023/2/21,120.0,76.0,0.0,196.0,387.5,15.0,19.0
2023/2/20,120.0,75.0,0.0,195.0,457.34,14.0,15.0
2023/2/19,120.0,74.0,0.0,194.0,406.68,15.0,17.0
2023/2/18,120.0,74.0,0.0,194.0,373.36,16.0,20.0
2023/2/17,120.0,77.0,0.0,197.0,384.44,16.0,22.0
2023/2/16,108.0,77.0,0.0,185.0,374.66,14.5,22.0
2023/2/15,108.0,77.0,0.0,185.0,428.78,13.5,17.0
2023/2/14,120.0,73.0,0.0,193.0,433.24,14.5,17.0
2023/2/13,120.0,71.0,0.0,191.0,375.28,16.0,27.0
2023/2/12,120.0,73.0,0.0,193.0,374.84,16.0,28.0
2023/2/11,120.0,73.0,0.0,193.0,368.06,16.5,28.0
2023/2/10,120.0,73.0,0.0,193.0,398.48,16.0,23.0
2023/2/9,120.0,73.0,0.0,193.0,364.38,15.5,20.0
2023/2/8,120.0,71.0,0.0,191.0,389.64,15.0,19.0
2023/2/7,112.0,75.0,0.0,187.0,377.16,16.0,20.0
2023/2/6,120.0,70.0,0.0,190.0,381.7,15.5,19.0
2023/2/5,108.0,70.0,0.0,178.0,390.52,14.5,25.0
2023/2/4,108.0,72.0,0.0,180.0,390.7,14.5,25.0
2023/2/3,108.0,72.0,0.0,180.0,377.16,15.0,22.0
2023/2/2,120.0,73.0,0.0,193.0,356.32,15.5,31.0
2023/2/1,120.0,72.0,0.0,192.0,372.86,15.5,29.0
2023/1/28,120.0,71.0,0.0,191.0,394.74,14.5,29.0
2023/1/27,120.0,75.0,0.0,195.0,444.12,14.5,23.0
2023/1/26,120.0,77.0,0.0,197.0,444.12,14.0,19.0
2023/1/25,120.0,77.0,0.0,197.0,425.1,14.0,18.0
2023/1/24,120.0,76.0,0.0,196.0,474.9,13.0,18.0
2023/1/23,120.0,76.0,0.0,196.0,461.94,13.5,17.0
2023/1/22,120.0,77.0,0.0,197.0,451.08,13.5,18.0
2023/1/21,120.0,74.0,0.0,194.0,469.54,13.0,19.0
2023/1/20,120.0,73.0,0.0,193.0,526.6,11.0,18.0
2023/1/19,120.0,78.0,0.0,198.0,507.34,13.0,19.0
2023/1/18,120.0,78.0,0.0,198.0,502.3,12.5,18.0
2023/1/17,120.0,79.0,0.0,199.0,488.7,12.0,17.0
2023/1/16,120.0,77.0,0.0,197.0,526.18,10.5,16.0
2023/1/15,120.0,78.0,0.0,198.0,584.72,11.0,14.0
2023/1/14,120.0,79.0,0.0,199.0,531.36,11.5,15.0
2023/1/13,120.0,79.0,0.0,199.0,528.72,11.0,15.0
2023/1/12,120.0,79.0,0.0,199.0,576.36,10.5,13.0
2023/1/11,120.0,81.0,0.0,201.0,524.48,11.5,16.0
2023/1/10,120.0,79.0,0.0,199.0,522.16,10.5,16.0
2023/1/9,120.0,81.0,0.0,201.0,591.96,9.5,14.0
2023/1/8,108.0,80.0,0.0,188.0,666.34,9.0,12.0
2023/1/7,120.0,78.0,0.0,198.0,573.04,10.5,12.0
2023/1/6,120.0,74.0,0.0,194.0,565.98,11.0,15.0
2023/1/5,120.0,75.0,0.0,195.0,497.88,11.5,19.0
2023/1/4,120.0,75.0,0.0,195.0,575.62,11.0,15.0
2023/1/3,120.0,74.0,0.0,194.0,542.48,11.5,16.0
2023/1/2,120.0,74.0,0.0,194.0,532.0,11.5,15.0
2023/1/1,120.0,73.0,0.0,193.0,543.82,11.5,17.0
2023/0/31,120.0,74.0,0.0,194.0,553.08,11.5,15.0
2023/0/30,120.0,72.0,0.0,192.0,435.24,13.0,19.0
2023/0/29,120.0,72.0,0.0,192.0,473.34,13.0,21.0
2023/0/28,120.0,70.0,0.0,190.0,456.94,13.0,25.0
2023/0/27,120.0,72.0,0.0,192.0,453.64,13.0,26.0
2023/0/26,120.0,75.0,0.0,195.0,437.76,13.5,20.0
2023/0/25,120.0,74.0,0.0,194.0,459.32,13.0,20.0
2023/0/24,120.0,72.0,0.0,192.0,474.32,12.5,22.0
2023/0/23,120.0,74.0,0.0,194.0,497.88,12.0,22.0
2023/0/22,120.0,75.0,0.0,195.0,480.4,12.5,19.0
2023/0/21,120.0,77.0,0.0,197.0,463.74,13.0,19.0
2023/0/20,120.0,77.0,0.0,197.0,456.34,13.0,24.0
2023/0/19,120.0,77.0,0.0,197.0,463.7,13.0,22.0
2023/0/18,120.0,79.0,0.0,199.0,459.88,13.5,20.0
2023/0/17,120.0,79.0,0.0,199.0,492.02,12.5,19.0
2023/0/16,120.0,77.0,0.0,197.0,512.82,12.0,19.0
2023/0/15,120.0,77.0,0.0,197.0,490.4,12.5,18.0
2023/0/14,120.0,77.0,0.0,197.0,465.28,13.0,17.0
2023/0/13,120.0,77.0,0.0,197.0,480.4,12.5,18.0
2023/0/12,120.0,77.0,0.0,197.0,481.3,12.5,17.0
2023/0/11,120.0,77.0,0.0,197.0,483.26,12.5,21.0
2023/0/10,120.0,77.0,0.0,197.0,453.52,13.0,19.0
